name	unique reads 32161252_EXO_S19 32161252_EXO_S19	32161252_EXO_S19	32161252_EXO_S19 (mult. map. adj.)	32161252_EXO_S1932161252_EXO_S19(lib)	32161252_EXO_S1932161252_EXO_S19(total)	coordinateString 32161252_EXO_S19 32161252_EXO_S19	32161252_EXO_S19 (lib)	32161252_EXO_S19 (total)
ENST00000383601.6-ENSG00000206495.12:protein_coding	1.0	11.0	1.8333333333333333	478260.8695652174	3.7329527079008624	6:hsa;ENST00000383601.6-ENSG00000206495.12:protein_coding,30326920,30326979,+	79710.14492753622	0.6221587846501437
ENST00000449318.5-ENSG00000224994.10:protein_coding	1.0	11.0	1.8333333333333333	478260.8695652174	3.7329527079008624	6:hsa;ENST00000449318.5-ENSG00000224994.10:protein_coding,30326920,30326979,+	79710.14492753622	0.6221587846501437
ENST00000442914.5-ENSG00000226437.10:protein_coding	1.0	11.0	1.8333333333333333	478260.8695652174	3.7329527079008624	6:hsa;ENST00000442914.5-ENSG00000226437.10:protein_coding,30326905,30326964,+	79710.14492753622	0.6221587846501437
ENST00000451132.5-ENSG00000226437.10:protein_coding	1.0	11.0	1.8333333333333333	478260.8695652174	3.7329527079008624	6:hsa;ENST00000451132.5-ENSG00000226437.10:protein_coding,30326920,30326979,+	79710.14492753622	0.6221587846501437
ENST00000440130.5-ENSG00000224994.10:protein_coding	1.0	11.0	1.8333333333333333	478260.8695652174	3.7329527079008624	6:hsa;ENST00000440130.5-ENSG00000224994.10:protein_coding,30326905,30326964,+	79710.14492753622	0.6221587846501437
ENST00000447077.5-ENSG00000206495.12:protein_coding	1.0	11.0	1.8333333333333333	478260.8695652174	3.7329527079008624	6:hsa;ENST00000447077.5-ENSG00000206495.12:protein_coding,30326905,30326964,+	79710.14492753622	0.6221587846501437
ENST00000467296.1-ENSG00000232569.8:processed_transcript	1.0	7.0	3.5	304347.82608695654	2.375515359573276	6:hsa;ENST00000467296.1-ENSG00000232569.8:processed_transcript,29633008,29633067,-	152173.91304347827	1.187757679786638
ENST00000460802.1-ENSG00000237051.8:processed_transcript	1.0	7.0	3.5	304347.82608695654	2.375515359573276	6:hsa;ENST00000460802.1-ENSG00000237051.8:processed_transcript,29633008,29633067,-	152173.91304347827	1.187757679786638
ENST00000491492.1-ENSG00000234951.9:retained_intron	1.0	3.0	1.5	130434.78260869565	1.0180780112456898	6:hsa;ENST00000491492.1-ENSG00000234951.9:retained_intron,31763620,31763679,+	65217.391304347824	0.5090390056228449
ENST00000498119.1-ENSG00000227861.9:retained_intron	1.0	3.0	1.5	130434.78260869565	1.0180780112456898	6:hsa;ENST00000498119.1-ENSG00000227861.9:retained_intron,31763620,31763679,+	65217.391304347824	0.5090390056228449
ENST00000452762.5-ENSG00000230791.8:protein_coding	1.0	1.0	0.5	43478.260869565216	0.3393593370818966	6:hsa;ENST00000452762.5-ENSG00000230791.8:protein_coding,31587009,31587068,+	21739.130434782608	0.1696796685409483
ENST00000622637.1-ENSG00000275617.1:protein_coding	1.0	1.0	1.0	43478.260869565216	0.3393593370818966	1:hsa;ENST00000622637.1-ENSG00000275617.1:protein_coding,248361581,248361640,+	43478.260869565216	0.3393593370818966
ENST00000443931.5-ENSG00000235915.8:protein_coding	1.0	1.0	0.5	43478.260869565216	0.3393593370818966	6:hsa;ENST00000443931.5-ENSG00000235915.8:protein_coding,31587009,31587068,+	21739.130434782608	0.1696796685409483
