name	unique reads 32152480_EXO_S3 32152480_EXO_S3	32152480_EXO_S3	32152480_EXO_S3 (mult. map. adj.)	32152480_EXO_S332152480_EXO_S3(lib)	32152480_EXO_S332152480_EXO_S3(total)	coordinateString 32152480_EXO_S3 32152480_EXO_S3	32152480_EXO_S3 (lib)	32152480_EXO_S3 (total)
ENST00000617112.1-ENSG00000274700.1:protein_coding	1.0	44.0	6.285714285714286	814814.8148148148	7.631732814421755	5:hsa;ENST00000617112.1-ENSG00000274700.1:protein_coding,55944656,55944715,+	116402.1164021164	1.0902475449173936
ENST00000617112.1-ENSG00000274700.1:protein_coding	1.0	44.0	6.285714285714286	814814.8148148148	7.631732814421755	20:hsa;ENST00000617112.1-ENSG00000274700.1:protein_coding,21755270,21755329,+	116402.1164021164	1.0902475449173936
ENST00000617112.1-ENSG00000274700.1:protein_coding	1.0	44.0	6.285714285714286	814814.8148148148	7.631732814421755	15:hsa;ENST00000617112.1-ENSG00000274700.1:protein_coding,28315693,28315752,+	116402.1164021164	1.0902475449173936
ENST00000617112.1-ENSG00000274700.1:protein_coding	1.0	44.0	6.285714285714286	814814.8148148148	7.631732814421755	12:hsa;ENST00000617112.1-ENSG00000274700.1:protein_coding,93083616,93083675,-	116402.1164021164	1.0902475449173936
ENST00000617112.1-ENSG00000274700.1:protein_coding	1.0	44.0	6.285714285714286	814814.8148148148	7.631732814421755	17:hsa;ENST00000617112.1-ENSG00000274700.1:protein_coding,31034596,31034655,-	116402.1164021164	1.0902475449173936
ENST00000617112.1-ENSG00000274700.1:protein_coding	1.0	44.0	6.285714285714286	814814.8148148148	7.631732814421755	7:hsa;ENST00000617112.1-ENSG00000274700.1:protein_coding,137513859,137513918,+	116402.1164021164	1.0902475449173936
ENST00000617112.1-ENSG00000274700.1:protein_coding	1.0	44.0	6.285714285714286	814814.8148148148	7.631732814421755	22:hsa;ENST00000617112.1-ENSG00000274700.1:protein_coding,35838598,35838657,-	116402.1164021164	1.0902475449173936
ENST00000613616.3-ENSG00000276021.4:protein_coding	1.0	10.0	3.3333333333333335	185185.1851851852	1.734484730550399	17:hsa;ENST00000613616.3-ENSG00000276021.4:protein_coding,1716523,1716582,+	61728.3950617284	0.578161576850133
ENST00000632643.1-ENSG00000276021.4:protein_coding	1.0	10.0	3.3333333333333335	185185.1851851852	1.734484730550399	17:hsa;ENST00000632643.1-ENSG00000276021.4:protein_coding,1716523,1716582,+	61728.3950617284	0.578161576850133
ENST00000634001.1-ENSG00000276021.4:protein_coding	1.0	10.0	3.3333333333333335	185185.1851851852	1.734484730550399	17:hsa;ENST00000634001.1-ENSG00000276021.4:protein_coding,1716523,1716582,+	61728.3950617284	0.578161576850133
