name	unique reads 32170337_EXO_S25	32170337_EXO_S25	read count (mult. map. adj.)	32170337_EXO_S2532170337_EXO_S25(lib)	RPM (total)	coordinateString 32170337_EXO_S25	32170337_EXO_S25 (lib)	RPM_adj (total)
ENST00000491492.1-ENSG00000234951.9:retained_intron	2.0	43.0	21.5	200000.0	3.9572433658655553	6:hsa;ENST00000491492.1-ENSG00000234951.9:retained_intron,31763620,31763679,+	100000.0	1.9786216829327776
ENST00000498119.1-ENSG00000227861.9:retained_intron	2.0	43.0	21.5	200000.0	3.9572433658655553	6:hsa;ENST00000498119.1-ENSG00000227861.9:retained_intron,31763620,31763679,+	100000.0	1.9786216829327776
ENST00000633959.1-ENSG00000278759.2:protein_coding	1.0	41.0	41.0	190697.67441860464	3.7731855348950645	17:hsa;ENST00000633959.1-ENSG00000278759.2:protein_coding,82939401,82939460,+	190697.67441860464	3.7731855348950645
ENST00000361453.3-ENSG00000198763.3:protein_coding	1.0	37.0	18.5	172093.02325581395	3.4050698729540825	1:hsa;ENST00000361453.3-ENSG00000198763.3:protein_coding,629640,629699,+	86046.51162790698	1.7025349364770412
ENST00000361453.3-ENSG00000198763.3:protein_coding	1.0	37.0	18.5	172093.02325581395	3.4050698729540825	MT:hsa;ENST00000361453.3-ENSG00000198763.3:protein_coding,4470,4529,+	86046.51162790698	1.7025349364770412
ENST00000361681.2-ENSG00000198695.2:protein_coding	1.0	34.0	34.0	158139.53488372095	3.128983126498346	MT:hsa;ENST00000361681.2-ENSG00000198695.2:protein_coding,14614,14673,-	158139.53488372095	3.128983126498346
ENST00000361567.2-ENSG00000198786.2:protein_coding	2.0	29.0	29.0	134883.72093023255	2.6688385490721185	MT:hsa;ENST00000361567.2-ENSG00000198786.2:protein_coding,12337,12396,+	134883.72093023255	2.6688385490721185
ENST00000361624.2-ENSG00000198804.2:protein_coding	3.0	24.0	12.0	111627.90697674418	2.208693971645891	MT:hsa;ENST00000361624.2-ENSG00000198804.2:protein_coding,5904,5963,+	55813.95348837209	1.1043469858229455
ENST00000361624.2-ENSG00000198804.2:protein_coding	3.0	24.0	12.0	111627.90697674418	2.208693971645891	1:hsa;ENST00000361624.2-ENSG00000198804.2:protein_coding,631074,631133,+	55813.95348837209	1.1043469858229455
ENST00000576814.2-ENSG00000263242.2:protein_coding	2.0	5.0	5.0	23255.813953488374	0.46014457742622733	17:hsa;ENST00000576814.2-ENSG00000263242.2:protein_coding,41030045,41030104,-	23255.813953488374	0.46014457742622733
ENST00000617112.1-ENSG00000274700.1:protein_coding	1.0	1.0	0.14285714285714285	4651.162790697675	0.09202891548524547	17:hsa;ENST00000617112.1-ENSG00000274700.1:protein_coding,31034596,31034655,-	664.4518272425249	0.013146987926463637
ENST00000626041.1-ENSG00000273607.3:nonsense_mediated_decay	1.0	1.0	1.0	4651.162790697675	0.09202891548524547	22:hsa;ENST00000626041.1-ENSG00000273607.3:nonsense_mediated_decay,23767861,23767920,-	4651.162790697675	0.09202891548524547
ENST00000617112.1-ENSG00000274700.1:protein_coding	1.0	1.0	0.14285714285714285	4651.162790697675	0.09202891548524547	22:hsa;ENST00000617112.1-ENSG00000274700.1:protein_coding,35838598,35838657,-	664.4518272425249	0.013146987926463637
ENST00000617112.1-ENSG00000274700.1:protein_coding	1.0	1.0	0.14285714285714285	4651.162790697675	0.09202891548524547	15:hsa;ENST00000617112.1-ENSG00000274700.1:protein_coding,28315693,28315752,+	664.4518272425249	0.013146987926463637
ENST00000617112.1-ENSG00000274700.1:protein_coding	1.0	1.0	0.14285714285714285	4651.162790697675	0.09202891548524547	20:hsa;ENST00000617112.1-ENSG00000274700.1:protein_coding,21755270,21755329,+	664.4518272425249	0.013146987926463637
ENST00000617112.1-ENSG00000274700.1:protein_coding	1.0	1.0	0.14285714285714285	4651.162790697675	0.09202891548524547	12:hsa;ENST00000617112.1-ENSG00000274700.1:protein_coding,93083616,93083675,-	664.4518272425249	0.013146987926463637
ENST00000617112.1-ENSG00000274700.1:protein_coding	1.0	1.0	0.14285714285714285	4651.162790697675	0.09202891548524547	7:hsa;ENST00000617112.1-ENSG00000274700.1:protein_coding,137513859,137513918,+	664.4518272425249	0.013146987926463637
ENST00000617112.1-ENSG00000274700.1:protein_coding	1.0	1.0	0.14285714285714285	4651.162790697675	0.09202891548524547	5:hsa;ENST00000617112.1-ENSG00000274700.1:protein_coding,55944656,55944715,+	664.4518272425249	0.013146987926463637
