name	unique reads 32161037_EXO_S18	32161037_EXO_S18	read count (mult. map. adj.)	32161037_EXO_S1832161037_EXO_S18(lib)	RPM (total)	coordinateString 32161037_EXO_S18	32161037_EXO_S18 (lib)	RPM_adj (total)
ENST00000649376.1-ENSG00000285843.1:polymorphic_pseudogene	1.0	28.0	28.0	321839.0804597701	3.792405869777451	2:hsa;ENST00000649376.1-ENSG00000285843.1:polymorphic_pseudogene,227587456,227587515,-	321839.0804597701	3.792405869777451
ENST00000632207.1-ENSG00000276358.2:retained_intron	1.0	25.0	25.0	287356.3218390805	3.3860766694441526	17:hsa;ENST00000632207.1-ENSG00000276358.2:retained_intron,45454712,45454771,-	287356.3218390805	3.3860766694441526
ENST00000424969.2-ENSG00000224650.2:IG_V_gene	1.0	25.0	12.5	287356.3218390805	3.3860766694441526	14:hsa;ENST00000424969.2-ENSG00000224650.2:IG_V_gene,106811072,106811131,-	143678.16091954024	1.6930383347220763
ENST00000633987.1-ENSG00000282305.1:IG_V_gene	1.0	25.0	12.5	287356.3218390805	3.3860766694441526	14:hsa;ENST00000633987.1-ENSG00000282305.1:IG_V_gene,106811072,106811131,-	143678.16091954024	1.6930383347220763
ENST00000630462.2-ENSG00000273850.3:retained_intron	1.0	7.0	3.5	80459.77011494253	0.9481014674443627	X:hsa;ENST00000630462.2-ENSG00000273850.3:retained_intron,345570,345629,-	40229.88505747126	0.47405073372218137
ENST00000625960.1-ENSG00000273850.3:retained_intron	1.0	7.0	3.5	80459.77011494253	0.9481014674443627	X:hsa;ENST00000625960.1-ENSG00000273850.3:retained_intron,345567,345626,-	40229.88505747126	0.47405073372218137
ENST00000632574.1-ENSG00000274442.2:retained_intron	1.0	1.0	1.0	11494.252873563219	0.1354430667777661	17:hsa;ENST00000632574.1-ENSG00000274442.2:retained_intron,1675471,1675530,-	11494.252873563219	0.1354430667777661
ENST00000632839.1-ENSG00000276358.2:processed_transcript	1.0	1.0	0.25	11494.252873563219	0.1354430667777661	17:hsa;ENST00000632839.1-ENSG00000276358.2:processed_transcript,45446214,45446273,-	2873.5632183908046	0.033860766694441526
ENST00000631032.2-ENSG00000277111.3:processed_transcript	1.0	1.0	0.25	11494.252873563219	0.1354430667777661	17:hsa;ENST00000631032.2-ENSG00000277111.3:processed_transcript,45446214,45446273,-	2873.5632183908046	0.033860766694441526
ENST00000631032.2-ENSG00000277111.3:processed_transcript	1.0	1.0	0.25	11494.252873563219	0.1354430667777661	17:hsa;ENST00000631032.2-ENSG00000277111.3:processed_transcript,64793093,64793152,-	2873.5632183908046	0.033860766694441526
ENST00000632839.1-ENSG00000276358.2:processed_transcript	1.0	1.0	0.25	11494.252873563219	0.1354430667777661	17:hsa;ENST00000632839.1-ENSG00000276358.2:processed_transcript,64793093,64793152,-	2873.5632183908046	0.033860766694441526
