name	unique reads 32160018_EXO_S12	32160018_EXO_S12	read count (mult. map. adj.)	32160018_EXO_S1232160018_EXO_S12(lib)	RPM (total)	coordinateString 32160018_EXO_S12	32160018_EXO_S12 (lib)	RPM_adj (total)
ENST00000627816.1-ENSG00000280618.2:nonsense_mediated_decay	1.0	32.0	16.0	941176.4705882353	6.247637612027952	15:hsa;ENST00000627816.1-ENSG00000280618.2:nonsense_mediated_decay,22980289,22980348,-	470588.23529411765	3.123818806013976
ENST00000628954.2-ENSG00000280618.2:protein_coding	1.0	32.0	16.0	941176.4705882353	6.247637612027952	15:hsa;ENST00000628954.2-ENSG00000280618.2:protein_coding,22980293,22980352,-	470588.23529411765	3.123818806013976
ENST00000621080.1-ENSG00000274646.4:processed_transcript	1.0	2.0	0.2222222222222222	58823.529411764706	0.390477350751747	19:hsa;ENST00000621080.1-ENSG00000274646.4:processed_transcript,54201158,54201217,+	6535.9477124183	0.04338637230574967
ENST00000621621.4-ENSG00000274646.4:retained_intron	1.0	2.0	0.2222222222222222	58823.529411764706	0.390477350751747	19:hsa;ENST00000621621.4-ENSG00000274646.4:retained_intron,54201158,54201217,+	6535.9477124183	0.04338637230574967
ENST00000610796.4-ENSG00000274646.4:retained_intron	1.0	2.0	0.2222222222222222	58823.529411764706	0.390477350751747	19:hsa;ENST00000610796.4-ENSG00000274646.4:retained_intron,54201158,54201217,+	6535.9477124183	0.04338637230574967
ENST00000615346.4-ENSG00000274646.4:protein_coding	1.0	2.0	0.2222222222222222	58823.529411764706	0.390477350751747	19:hsa;ENST00000615346.4-ENSG00000274646.4:protein_coding,54201133,54201192,+	6535.9477124183	0.04338637230574967
ENST00000613820.1-ENSG00000278270.4:retained_intron	1.0	2.0	0.2222222222222222	58823.529411764706	0.390477350751747	19:hsa;ENST00000613820.1-ENSG00000278270.4:retained_intron,54201160,54201219,+	6535.9477124183	0.04338637230574967
ENST00000611572.3-ENSG00000278270.4:protein_coding	1.0	2.0	0.2222222222222222	58823.529411764706	0.390477350751747	19:hsa;ENST00000611572.3-ENSG00000278270.4:protein_coding,54201160,54201219,+	6535.9477124183	0.04338637230574967
ENST00000616038.4-ENSG00000274646.4:retained_intron	1.0	2.0	0.2222222222222222	58823.529411764706	0.390477350751747	19:hsa;ENST00000616038.4-ENSG00000274646.4:retained_intron,54201158,54201217,+	6535.9477124183	0.04338637230574967
ENST00000616625.4-ENSG00000274646.4:retained_intron	1.0	2.0	0.2222222222222222	58823.529411764706	0.390477350751747	19:hsa;ENST00000616625.4-ENSG00000274646.4:retained_intron,54201158,54201217,+	6535.9477124183	0.04338637230574967
ENST00000619229.4-ENSG00000278270.4:protein_coding	1.0	2.0	0.2222222222222222	58823.529411764706	0.390477350751747	19:hsa;ENST00000619229.4-ENSG00000278270.4:protein_coding,54201133,54201192,+	6535.9477124183	0.04338637230574967
