name	unique reads 32152194_EXO_S15 32152194_EXO_S15	32152194_EXO_S15	32152194_EXO_S15 (mult. map. adj.)	32152194_EXO_S1532152194_EXO_S15(lib)	32152194_EXO_S1532152194_EXO_S15(total)	coordinateString 32152194_EXO_S15 32152194_EXO_S15	32152194_EXO_S15 (lib)	32152194_EXO_S15 (total)
URS00000173B3_9606_piR-34440:piRNA:Homo_sapiens	184.0	65206.0	9315.142857142853	260254.5630161207	5218.90616509803	17:hsa;URS00000173B3_9606_piR-34440:piRNA:Homo_sapiens,8186866,8186896,+	37179.22328801723	745.5580235854326
URS00000173B3_9606_piR-34440:piRNA:Homo_sapiens	184.0	65206.0	9315.142857142853	260254.5630161207	5218.90616509803	6:hsa;URS00000173B3_9606_piR-34440:piRNA:Homo_sapiens,27097306,27097336,+	37179.22328801723	745.5580235854326
URS00000173B3_9606_piR-34440:piRNA:Homo_sapiens	184.0	65206.0	9315.142857142853	260254.5630161207	5218.90616509803	6:hsa;URS00000173B3_9606_piR-34440:piRNA:Homo_sapiens,28213037,28213067,+	37179.22328801723	745.5580235854326
URS00000173B3_9606_piR-34440:piRNA:Homo_sapiens	184.0	65206.0	9315.14285714286	260254.5630161207	5218.90616509803	15:hsa;URS00000173B3_9606_piR-34440:piRNA:Homo_sapiens,40593876,40593906,-	37179.22328801726	745.5580235854333
URS00000173B3_9606_piR-34440:piRNA:Homo_sapiens	184.0	65206.0	9315.142857142853	260254.5630161207	5218.90616509803	11:hsa;URS00000173B3_9606_piR-34440:piRNA:Homo_sapiens,66348120,66348150,+	37179.22328801723	745.5580235854326
URS00000173B3_9606_piR-34440:piRNA:Homo_sapiens	184.0	65206.0	9315.142857142853	260254.5630161207	5218.90616509803	6:hsa;URS00000173B3_9606_piR-34440:piRNA:Homo_sapiens,27297996,27298026,+	37179.22328801723	745.5580235854326
URS00000173B3_9606_piR-34440:piRNA:Homo_sapiens	184.0	65206.0	9315.14285714286	260254.5630161207	5218.90616509803	6:hsa;URS00000173B3_9606_piR-34440:piRNA:Homo_sapiens,28597391,28597421,-	37179.22328801726	745.5580235854333
URS00000AED6F_9606_tRNA-Gly (anticodon TCC) 1-1:tRNA:Homo_sapiens	152.0	45249.0	45249.0	180600.84535037336	3621.6036110867217	19:hsa;URS00000AED6F_9606_tRNA-Gly (anticodon TCC) 1-1:tRNA:Homo_sapiens,4724070,4724129,+	180600.84535037336	3621.6036110867217
URS000004D273_9606_tRNA-Glu:tRNA:Homo_sapiens	405.0	29224.0	3653.0	116640.78995158592	2339.0073577404664	1:hsa;URS000004D273_9606_tRNA-Glu:tRNA:Homo_sapiens,161447240,161447299,-	14580.09874394824	292.3759197175583
URS000004D273_9606_tRNA-Glu:tRNA:Homo_sapiens	405.0	29224.0	3653.0	116640.78995158592	2339.0073577404664	1:hsa;URS000004D273_9606_tRNA-Glu:tRNA:Homo_sapiens,161462031,161462090,-	14580.09874394824	292.3759197175583
