name	unique reads 32150091_EXO_S1 32150091_EXO_S1	32150091_EXO_S1	32150091_EXO_S1 (mult. map. adj.)	32150091_EXO_S132150091_EXO_S1(lib)	32150091_EXO_S132150091_EXO_S1(total)	coordinateString 32150091_EXO_S1 32150091_EXO_S1	32150091_EXO_S1 (lib)	32150091_EXO_S1 (total)
URS000003B35A_9606:rRNA:Homo_sapiens	164.0	9897.0	659.8000000000012	485575.50780100084	2049.8882782926835	21:hsa;URS000003B35A_9606:rRNA:Homo_sapiens,8399772,8399831,+	32371.700520066785	136.65921855284583
URS00000A5ABE_9606:rRNA:Homo_sapiens	164.0	9897.0	659.8000000000012	485575.50780100084	2049.8882782926835	21:hsa;URS00000A5ABE_9606:rRNA:Homo_sapiens,8399772,8399831,+	32371.700520066785	136.65921855284583
URS0000086682_9606:rRNA:Homo_sapiens	164.0	9897.0	659.8000000000012	485575.50780100084	2049.8882782926835	21:hsa;URS0000086682_9606:rRNA:Homo_sapiens,8399772,8399831,+	32371.700520066785	136.65921855284583
URS0000086682_9606:rRNA:Homo_sapiens	164.0	9897.0	659.8000000000012	485575.50780100084	2049.8882782926835	21:hsa;URS0000086682_9606:rRNA:Homo_sapiens,8444007,8444066,+	32371.700520066785	136.65921855284583
URS000005D9C4_9606:rRNA:Homo_sapiens	164.0	9897.0	659.8000000000012	485575.50780100084	2049.8882782926835	21:hsa;URS000005D9C4_9606:rRNA:Homo_sapiens,8399772,8399831,+	32371.700520066785	136.65921855284583
URS000005D9C4_9606:rRNA:Homo_sapiens	164.0	9897.0	659.8000000000012	485575.50780100084	2049.8882782926835	21:hsa;URS000005D9C4_9606:rRNA:Homo_sapiens,8216738,8216797,+	32371.700520066785	136.65921855284583
URS00000A5ABE_9606:rRNA:Homo_sapiens	164.0	9897.0	659.8000000000012	485575.50780100084	2049.8882782926835	21:hsa;URS00000A5ABE_9606:rRNA:Homo_sapiens,8216738,8216797,+	32371.700520066785	136.65921855284583
URS000003B35A_9606:rRNA:Homo_sapiens	164.0	9897.0	659.8000000000012	485575.50780100084	2049.8882782926835	21:hsa;URS000003B35A_9606:rRNA:Homo_sapiens,8216738,8216797,+	32371.700520066785	136.65921855284583
URS00000A5ABE_9606:rRNA:Homo_sapiens	164.0	9897.0	659.8000000000012	485575.50780100084	2049.8882782926835	21:hsa;URS00000A5ABE_9606:rRNA:Homo_sapiens,8444007,8444066,+	32371.700520066785	136.65921855284583
URS000003B35A_9606:rRNA:Homo_sapiens	164.0	9897.0	659.8000000000012	485575.50780100084	2049.8882782926835	21:hsa;URS000003B35A_9606:rRNA:Homo_sapiens,8444007,8444066,+	32371.700520066785	136.65921855284583
URS000008D842_9606:rRNA:Homo_sapiens	164.0	9897.0	659.8000000000012	485575.50780100084	2049.8882782926835	21:hsa;URS000008D842_9606:rRNA:Homo_sapiens,8216738,8216797,+	32371.700520066785	136.65921855284583
URS000005D9C4_9606:rRNA:Homo_sapiens	164.0	9897.0	659.8000000000012	485575.50780100084	2049.8882782926835	21:hsa;URS000005D9C4_9606:rRNA:Homo_sapiens,8444007,8444066,+	32371.700520066785	136.65921855284583
URS000008D842_9606:rRNA:Homo_sapiens	164.0	9897.0	659.8000000000012	485575.50780100084	2049.8882782926835	21:hsa;URS000008D842_9606:rRNA:Homo_sapiens,8399772,8399831,+	32371.700520066785	136.65921855284583
URS0000086682_9606:rRNA:Homo_sapiens	164.0	9897.0	659.8000000000012	485575.50780100084	2049.8882782926835	21:hsa;URS0000086682_9606:rRNA:Homo_sapiens,8216738,8216797,+	32371.700520066785	136.65921855284583
URS000008D842_9606:rRNA:Homo_sapiens	164.0	9897.0	659.8000000000012	485575.50780100084	2049.8882782926835	21:hsa;URS000008D842_9606:rRNA:Homo_sapiens,8444007,8444066,+	32371.700520066785	136.65921855284583
URS0000009B16_9606_tRNA-Pro:tRNA:Homo_sapiens	42.0	4536.0	412.36363636363603	222549.30821312923	939.5062372775197	16:hsa;URS0000009B16_9606_tRNA-Pro:tRNA:Homo_sapiens,3182645,3182704,-	20231.75529210264	85.40965793431991
URS0000009B16_9606_tRNA-Pro:tRNA:Homo_sapiens	42.0	4536.0	412.3636363636361	222549.30821312923	939.5062372775197	7:hsa;URS0000009B16_9606_tRNA-Pro:tRNA:Homo_sapiens,128783452,128783511,+	20231.755292102644	85.40965793431991
URS00000C18F2_9606_tRNA-Pro (anticodon CGG) 1-1:tRNA:Homo_sapiens	42.0	4536.0	412.3636363636361	222549.30821312923	939.5062372775197	16:hsa;URS00000C18F2_9606_tRNA-Pro (anticodon CGG) 1-1:tRNA:Homo_sapiens,3172048,3172107,+	20231.755292102644	85.40965793431991
