name	unique reads 181003-190524_Brain_S35 181003-190524_Brain_S35	181003-190524_Brain_S35	181003-190524_Brain_S35 (mult. map. adj.)	181003-190524_Brain_S35181003-190524_Brain_S35(lib)	181003-190524_Brain_S35181003-190524_Brain_S35(total)	coordinateString 181003-190524_Brain_S35 181003-190524_Brain_S35	181003-190524_Brain_S35 (lib)	181003-190524_Brain_S35 (total)
URS000007E37F_9606_tRNA-Arg (anticodon TCT) 4-1:tRNA:Homo_sapiens	60.0	12557.0	12557.0	157608.6956521739	478.6430733787238	1:hsa;URS000007E37F_9606_tRNA-Arg (anticodon TCT) 4-1:tRNA:Homo_sapiens,159141625,159141684,-	157608.6956521739	478.6430733787238
URS0000027F06_9606_tRNA-Ser:tRNA:Homo_sapiens	232.0	6420.0	1610.2999999999997	80580.37955618033	244.71518126076344	MT:hsa;URS0000027F06_9606_tRNA-Ser:tRNA:Homo_sapiens,12207,12265,+	20211.617632292393	61.38081875143416
URS000003F315_9606_tRNA-Ser:tRNA:Homo_sapiens	232.0	6420.0	1610.2999999999997	80580.37955618033	244.71518126076344	MT:hsa;URS000003F315_9606_tRNA-Ser:tRNA:Homo_sapiens,12207,12265,+	20211.617632292393	61.38081875143416
URS0000050C0F_9606_tRNA-Ser:tRNA:Homo_sapiens	232.0	6420.0	1610.2999999999997	80580.37955618033	244.71518126076344	MT:hsa;URS0000050C0F_9606_tRNA-Ser:tRNA:Homo_sapiens,12207,12265,+	20211.617632292393	61.38081875143416
URS00000AA031_9606_tRNA-Gln:tRNA:Homo_sapiens	161.0	6072.0	1011.9999999999993	76212.47113163972	231.4502462017688	1:hsa;URS00000AA031_9606_tRNA-Gln:tRNA:Homo_sapiens,629511,629570,-	12702.078521939944	38.57504103362811
URS00000A0499_9606_tRNA-Gln:tRNA:Homo_sapiens	161.0	6072.0	1011.9999999999993	76212.47113163972	231.4502462017688	MT:hsa;URS00000A0499_9606_tRNA-Gln:tRNA:Homo_sapiens,4341,4400,-	12702.078521939944	38.57504103362811
URS00000AA031_9606_tRNA-Gln:tRNA:Homo_sapiens	161.0	6072.0	1011.9999999999993	76212.47113163972	231.4502462017688	MT:hsa;URS00000AA031_9606_tRNA-Gln:tRNA:Homo_sapiens,4341,4400,-	12702.078521939944	38.57504103362811
URS00000A0499_9606_tRNA-Gln:tRNA:Homo_sapiens	161.0	6072.0	1011.9999999999993	76212.47113163972	231.4502462017688	1:hsa;URS00000A0499_9606_tRNA-Gln:tRNA:Homo_sapiens,629511,629570,-	12702.078521939944	38.57504103362811
URS00000433C6_9606_tRNA-Gln:tRNA:Homo_sapiens	161.0	6072.0	1011.9999999999993	76212.47113163972	231.4502462017688	MT:hsa;URS00000433C6_9606_tRNA-Gln:tRNA:Homo_sapiens,4341,4400,-	12702.078521939944	38.57504103362811
URS00000433C6_9606_tRNA-Gln:tRNA:Homo_sapiens	161.0	6072.0	1011.9999999999993	76212.47113163972	231.4502462017688	1:hsa;URS00000433C6_9606_tRNA-Gln:tRNA:Homo_sapiens,629511,629570,-	12702.078521939944	38.57504103362811
URS00000208B4_9606_tRNA-Asn:tRNA:Homo_sapiens	115.0	5538.0	556.0000000000006	69509.99096294808	211.09543205951837	1:hsa;URS00000208B4_9606_tRNA-Asn:tRNA:Homo_sapiens,630840,630899,-	6978.612310472946	21.193401990807573
URS000008BA3B_9606_tRNA-Asn:tRNA:Homo_sapiens	115.0	5538.0	556.0000000000006	69509.99096294808	211.09543205951837	1:hsa;URS000008BA3B_9606_tRNA-Asn:tRNA:Homo_sapiens,630840,630899,-	6978.612310472946	21.193401990807573
URS00000601BA_9606_tRNA-Asn:tRNA:Homo_sapiens	115.0	5538.0	556.0000000000006	69509.99096294808	211.09543205951837	1:hsa;URS00000601BA_9606_tRNA-Asn:tRNA:Homo_sapiens,630840,630899,-	6978.612310472946	21.193401990807573
URS00000C8C12_9606_tRNA-Asn:tRNA:Homo_sapiens	115.0	5538.0	556.0000000000006	69509.99096294808	211.09543205951837	1:hsa;URS00000C8C12_9606_tRNA-Asn:tRNA:Homo_sapiens,630840,630899,-	6978.612310472946	21.193401990807573
URS00000601BA_9606_tRNA-Asn:tRNA:Homo_sapiens	115.0	5538.0	556.0000000000006	69509.99096294808	211.09543205951837	MT:hsa;URS00000601BA_9606_tRNA-Asn:tRNA:Homo_sapiens,5670,5729,-	6978.612310472946	21.193401990807573
URS000008BA3B_9606_tRNA-Asn:tRNA:Homo_sapiens	115.0	5538.0	556.0000000000006	69509.99096294808	211.09543205951837	MT:hsa;URS000008BA3B_9606_tRNA-Asn:tRNA:Homo_sapiens,5670,5729,-	6978.612310472946	21.193401990807573
URS00000C8C12_9606_tRNA-Asn:tRNA:Homo_sapiens	115.0	5538.0	556.0000000000006	69509.99096294808	211.09543205951837	MT:hsa;URS00000C8C12_9606_tRNA-Asn:tRNA:Homo_sapiens,5670,5729,-	6978.612310472946	21.193401990807573
