name	unique reads 181004-190521_Brain_S35 181004-190521_Brain_S35	181004-190521_Brain_S35	181004-190521_Brain_S35 (mult. map. adj.)	181004-190521_Brain_S35181004-190521_Brain_S35(lib)	181004-190521_Brain_S35181004-190521_Brain_S35(total)	coordinateString 181004-190521_Brain_S35 181004-190521_Brain_S35	181004-190521_Brain_S35 (lib)	181004-190521_Brain_S35 (total)
ENST00000361739.1-ENSG00000198712.1:protein_coding	27.0	463.0	231.5	453921.56862745096	15.57845914301786	1:hsa;ENST00000361739.1-ENSG00000198712.1:protein_coding,632757,632816,+	226960.78431372548	7.78922957150893
ENST00000361739.1-ENSG00000198712.1:protein_coding	27.0	463.0	231.5	453921.56862745096	15.57845914301786	MT:hsa;ENST00000361739.1-ENSG00000198712.1:protein_coding,7586,7645,+	226960.78431372548	7.78922957150893
ENST00000361567.2-ENSG00000198786.2:protein_coding	12.0	191.0	191.0	187254.9019607843	6.426534981244949	MT:hsa;ENST00000361567.2-ENSG00000198786.2:protein_coding,12337,12396,+	187254.9019607843	6.426534981244949
ENST00000361453.3-ENSG00000198763.3:protein_coding	16.0	144.0	72.0	141176.47058823527	4.8451363209386	1:hsa;ENST00000361453.3-ENSG00000198763.3:protein_coding,629640,629699,+	70588.23529411764	2.4225681604693
ENST00000361453.3-ENSG00000198763.3:protein_coding	16.0	144.0	72.0	141176.47058823527	4.8451363209386	MT:hsa;ENST00000361453.3-ENSG00000198763.3:protein_coding,4470,4529,+	70588.23529411764	2.4225681604693
ENST00000361227.2-ENSG00000198840.2:protein_coding	8.0	55.0	55.0	53921.56862745098	1.850572900358493	MT:hsa;ENST00000361227.2-ENSG00000198840.2:protein_coding,10059,10118,+	53921.56862745098	1.850572900358493
ENST00000361681.2-ENSG00000198695.2:protein_coding	6.0	54.0	54.0	52941.17647058823	1.8169261203519749	MT:hsa;ENST00000361681.2-ENSG00000198695.2:protein_coding,14614,14673,-	52941.17647058823	1.8169261203519749
ENST00000361335.1-ENSG00000212907.2:protein_coding	4.0	30.0	30.0	29411.76470588235	1.0094034001955416	MT:hsa;ENST00000361335.1-ENSG00000212907.2:protein_coding,10470,10529,+	29411.76470588235	1.0094034001955416
ENST00000628981.1-ENSG00000274474.3:processed_transcript	1.0	19.0	19.0	18627.450980392154	0.639288820123843	17:hsa;ENST00000628981.1-ENSG00000274474.3:processed_transcript,1400076,1400135,-	18627.450980392154	0.639288820123843
ENST00000626041.1-ENSG00000273607.3:nonsense_mediated_decay	2.0	17.0	9.0	16666.666666666664	0.5719952601108069	22:hsa;ENST00000626041.1-ENSG00000273607.3:nonsense_mediated_decay,23767861,23767920,-	8823.529411764704	0.3028210200586625
ENST00000620558.3-ENSG00000273607.3:protein_coding	1.0	16.0	8.0	15686.274509803921	0.5383484801042889	22:hsa;ENST00000620558.3-ENSG00000273607.3:protein_coding,23767883,23767942,-	7843.137254901961	0.26917424005214446
ENST00000632867.1-ENSG00000273686.4:nonsense_mediated_decay	2.0	15.0	3.75	14705.882352941175	0.5047017000977708	15:hsa;ENST00000632867.1-ENSG00000273686.4:nonsense_mediated_decay,44711517,44711576,+	3676.4705882352937	0.1261754250244427
ENST00000631728.1-ENSG00000273686.4:nonsense_mediated_decay	2.0	15.0	3.75	14705.882352941175	0.5047017000977708	15:hsa;ENST00000631728.1-ENSG00000273686.4:nonsense_mediated_decay,44711509,44711568,+	3676.4705882352937	0.1261754250244427
ENST00000631573.1-ENSG00000273686.4:protein_coding	2.0	15.0	3.75	14705.882352941175	0.5047017000977708	15:hsa;ENST00000631573.1-ENSG00000273686.4:protein_coding,44711513,44711572,+	3676.4705882352937	0.1261754250244427
ENST00000633158.1-ENSG00000273686.4:nonsense_mediated_decay	2.0	15.0	3.75	14705.882352941175	0.5047017000977708	15:hsa;ENST00000633158.1-ENSG00000273686.4:nonsense_mediated_decay,44711519,44711578,+	3676.4705882352937	0.1261754250244427
ENST00000361851.1-ENSG00000228253.1:protein_coding	2.0	15.0	15.0	14705.882352941175	0.5047017000977708	MT:hsa;ENST00000361851.1-ENSG00000228253.1:protein_coding,8366,8425,+	14705.882352941175	0.5047017000977708
ENST00000361899.2-ENSG00000198899.2:protein_coding	1.0	8.0	8.0	7843.137254901961	0.26917424005214446	MT:hsa;ENST00000361899.2-ENSG00000198899.2:protein_coding,8527,8586,+	7843.137254901961	0.26917424005214446
ENST00000627628.1-ENSG00000280759.2:retained_intron	2.0	5.0	5.0	4901.9607843137255	0.16823390003259028	11:hsa;ENST00000627628.1-ENSG00000280759.2:retained_intron,985384,985443,+	4901.9607843137255	0.16823390003259028
ENST00000576814.2-ENSG00000263242.2:protein_coding	3.0	3.0	3.0	2941.176470588235	0.10094034001955417	17:hsa;ENST00000576814.2-ENSG00000263242.2:protein_coding,41030045,41030104,-	2941.176470588235	0.10094034001955417
ENST00000390517.1-ENSG00000211869.1:TR_J_gene	1.0	1.0	1.0	980.3921568627451	0.03364678000651806	14:hsa;ENST00000390517.1-ENSG00000211869.1:TR_J_gene,22524325,22524381,+	980.3921568627451	0.03364678000651806
