name	unique reads 32151185_EXO_S4	32151185_EXO_S4	read count (mult. map. adj.)	32151185_EXO_S432151185_EXO_S4(lib)	RPM (total)	coordinateString 32151185_EXO_S4	32151185_EXO_S4 (lib)	RPM_adj (total)
URS0000086682_9606:rRNA:Homo_sapiens	260.0	13969.0	931.2666666666689	394359.4376376263	1985.5291892263756	21:hsa;URS0000086682_9606:rRNA:Homo_sapiens,8399772,8399831,+	26290.62917584182	132.36861261509205
URS00000A5ABE_9606:rRNA:Homo_sapiens	260.0	13969.0	931.2666666666689	394359.4376376263	1985.5291892263756	21:hsa;URS00000A5ABE_9606:rRNA:Homo_sapiens,8399772,8399831,+	26290.62917584182	132.36861261509205
URS000003B35A_9606:rRNA:Homo_sapiens	260.0	13969.0	931.2666666666689	394359.4376376263	1985.5291892263756	21:hsa;URS000003B35A_9606:rRNA:Homo_sapiens,8444007,8444066,+	26290.62917584182	132.36861261509205
URS00000A5ABE_9606:rRNA:Homo_sapiens	260.0	13969.0	931.2666666666689	394359.4376376263	1985.5291892263756	21:hsa;URS00000A5ABE_9606:rRNA:Homo_sapiens,8216738,8216797,+	26290.62917584182	132.36861261509205
URS000005D9C4_9606:rRNA:Homo_sapiens	260.0	13969.0	931.2666666666689	394359.4376376263	1985.5291892263756	21:hsa;URS000005D9C4_9606:rRNA:Homo_sapiens,8399772,8399831,+	26290.62917584182	132.36861261509205
URS000003B35A_9606:rRNA:Homo_sapiens	260.0	13969.0	931.2666666666689	394359.4376376263	1985.5291892263756	21:hsa;URS000003B35A_9606:rRNA:Homo_sapiens,8216738,8216797,+	26290.62917584182	132.36861261509205
URS00000A5ABE_9606:rRNA:Homo_sapiens	260.0	13969.0	931.2666666666689	394359.4376376263	1985.5291892263756	21:hsa;URS00000A5ABE_9606:rRNA:Homo_sapiens,8444007,8444066,+	26290.62917584182	132.36861261509205
URS000008D842_9606:rRNA:Homo_sapiens	260.0	13969.0	931.2666666666689	394359.4376376263	1985.5291892263756	21:hsa;URS000008D842_9606:rRNA:Homo_sapiens,8399772,8399831,+	26290.62917584182	132.36861261509205
URS0000086682_9606:rRNA:Homo_sapiens	260.0	13969.0	931.2666666666689	394359.4376376263	1985.5291892263756	21:hsa;URS0000086682_9606:rRNA:Homo_sapiens,8444007,8444066,+	26290.62917584182	132.36861261509205
URS0000086682_9606:rRNA:Homo_sapiens	260.0	13969.0	931.2666666666689	394359.4376376263	1985.5291892263756	21:hsa;URS0000086682_9606:rRNA:Homo_sapiens,8216738,8216797,+	26290.62917584182	132.36861261509205
URS000005D9C4_9606:rRNA:Homo_sapiens	260.0	13969.0	931.2666666666689	394359.4376376263	1985.5291892263756	21:hsa;URS000005D9C4_9606:rRNA:Homo_sapiens,8216738,8216797,+	26290.62917584182	132.36861261509205
