name	unique reads 32161249_EXO_S19	32161249_EXO_S19	read count (mult. map. adj.)	32161249_EXO_S1932161249_EXO_S19(lib)	RPM (total)	coordinateString 32161249_EXO_S19	32161249_EXO_S19 (lib)	RPM_adj (total)
URS000008D842_9606:rRNA:Homo_sapiens	193.0	8875.0	591.6666666666672	489250.2756339581	1121.273675930556	21:hsa;URS000008D842_9606:rRNA:Homo_sapiens,8444007,8444066,+	32616.685042263904	74.75157839537047
URS000005D9C4_9606:rRNA:Homo_sapiens	193.0	8875.0	591.6666666666672	489250.2756339581	1121.273675930556	21:hsa;URS000005D9C4_9606:rRNA:Homo_sapiens,8216738,8216797,+	32616.685042263904	74.75157839537047
URS000003B35A_9606:rRNA:Homo_sapiens	193.0	8875.0	591.6666666666672	489250.2756339581	1121.273675930556	21:hsa;URS000003B35A_9606:rRNA:Homo_sapiens,8216738,8216797,+	32616.685042263904	74.75157839537047
URS000008D842_9606:rRNA:Homo_sapiens	193.0	8875.0	591.6666666666672	489250.2756339581	1121.273675930556	21:hsa;URS000008D842_9606:rRNA:Homo_sapiens,8216738,8216797,+	32616.685042263904	74.75157839537047
URS0000086682_9606:rRNA:Homo_sapiens	193.0	8875.0	591.6666666666672	489250.2756339581	1121.273675930556	21:hsa;URS0000086682_9606:rRNA:Homo_sapiens,8399772,8399831,+	32616.685042263904	74.75157839537047
URS000005D9C4_9606:rRNA:Homo_sapiens	193.0	8875.0	591.6666666666672	489250.2756339581	1121.273675930556	21:hsa;URS000005D9C4_9606:rRNA:Homo_sapiens,8444007,8444066,+	32616.685042263904	74.75157839537047
URS00000A5ABE_9606:rRNA:Homo_sapiens	193.0	8875.0	591.6666666666672	489250.2756339581	1121.273675930556	21:hsa;URS00000A5ABE_9606:rRNA:Homo_sapiens,8399772,8399831,+	32616.685042263904	74.75157839537047
URS000003B35A_9606:rRNA:Homo_sapiens	193.0	8875.0	591.6666666666672	489250.2756339581	1121.273675930556	21:hsa;URS000003B35A_9606:rRNA:Homo_sapiens,8399772,8399831,+	32616.685042263904	74.75157839537047
URS00000A5ABE_9606:rRNA:Homo_sapiens	193.0	8875.0	591.6666666666672	489250.2756339581	1121.273675930556	21:hsa;URS00000A5ABE_9606:rRNA:Homo_sapiens,8216738,8216797,+	32616.685042263904	74.75157839537047
URS00000A5ABE_9606:rRNA:Homo_sapiens	193.0	8875.0	591.6666666666672	489250.2756339581	1121.273675930556	21:hsa;URS00000A5ABE_9606:rRNA:Homo_sapiens,8444007,8444066,+	32616.685042263904	74.75157839537047
