name	unique reads 32151764_EXO_S5	32151764_EXO_S5	read count (mult. map. adj.)	32151764_EXO_S532151764_EXO_S5(lib)	RPM (total)	coordinateString 32151764_EXO_S5	32151764_EXO_S5 (lib)	RPM_adj (total)
ENST00000410482.1-ENSG00000222414.1:snRNA	3.0	125.0	124.33333333333333	347222.2222222222	15.998417052623147	10:hsa;ENST00000410482.1-ENSG00000222414.1:snRNA,101364976,101365035,-	345370.37037037034	15.913092161675822
ENST00000408257.1-ENSG00000221184.1:miRNA	2.0	75.0	37.5	208333.3333333333	9.599050231573887	10:hsa;ENST00000408257.1-ENSG00000221184.1:miRNA,68759318,68759377,+	104166.66666666666	4.799525115786944
ENST00000579553.1-ENSG00000264574.1:miRNA	2.0	75.0	37.5	208333.3333333333	9.599050231573887	10:hsa;ENST00000579553.1-ENSG00000264574.1:miRNA,23393405,23393464,+	104166.66666666666	4.799525115786944
ENST00000459154.1-ENSG00000238941.1:snRNA	4.0	72.0	44.0	200000.0	9.215088222310932	15:hsa;ENST00000459154.1-ENSG00000238941.1:snRNA,45354826,45354885,-	122222.22222222222	5.631442802523347
ENST00000384247.1-ENSG00000206974.1:snRNA	3.0	56.0	28.0	155555.55555555553	7.16729083957517	6:hsa;ENST00000384247.1-ENSG00000206974.1:snRNA,108292766,108292825,+	77777.77777777777	3.583645419787585
ENST00000651708.1-ENSG00000286187.1:lncRNA	1.0	45.0	45.0	124999.99999999999	5.7594301389443325	Y:hsa;ENST00000651708.1-ENSG00000286187.1:lncRNA,21825441,21825500,+	124999.99999999999	5.7594301389443325
ENST00000363753.1-ENSG00000200623.1:snoRNA	2.0	18.0	18.0	50000.0	2.303772055577733	15:hsa;ENST00000363753.1-ENSG00000200623.1:snoRNA,66503255,66503314,-	50000.0	2.303772055577733
ENST00000517083.1-ENSG00000252892.1:snRNA	1.0	17.0	17.0	47222.22222222222	2.1757847191567476	2:hsa;ENST00000517083.1-ENSG00000252892.1:snRNA,64994746,64994805,+	47222.22222222222	2.1757847191567476
ENST00000384710.1-ENSG00000207441.1:snRNA	2.0	2.0	2.0	5555.555555555556	0.25597467284197034	16:hsa;ENST00000384710.1-ENSG00000207441.1:snRNA,62187587,62187646,-	5555.555555555556	0.25597467284197034
ENST00000614083.1-ENSG00000274806.1:snRNA	1.0	1.0	0.3333333333333333	2777.777777777778	0.12798733642098517	9:hsa;ENST00000614083.1-ENSG00000274806.1:snRNA,70188691,70188750,-	925.9259259259259	0.04266244547366172
ENST00000410533.1-ENSG00000222465.1:snRNA	1.0	1.0	0.3333333333333333	2777.777777777778	0.12798733642098517	9:hsa;ENST00000410533.1-ENSG00000222465.1:snRNA,70188691,70188750,-	925.9259259259259	0.04266244547366172
ENST00000637108.1-ENSG00000283489.1:snRNA	1.0	1.0	0.5	2777.777777777778	0.12798733642098517	11:hsa;ENST00000637108.1-ENSG00000283489.1:snRNA,132525809,132525868,+	1388.888888888889	0.06399366821049259
ENST00000363319.1-ENSG00000200189.1:snRNA	1.0	1.0	1.0	2777.777777777778	0.12798733642098517	7:hsa;ENST00000363319.1-ENSG00000200189.1:snRNA,69125270,69125329,+	2777.777777777778	0.12798733642098517
ENST00000414388.1-ENSG00000229396.1:lncRNA	1.0	1.0	1.0	2777.777777777778	0.12798733642098517	6:hsa;ENST00000414388.1-ENSG00000229396.1:lncRNA,33329210,33329269,-	2777.777777777778	0.12798733642098517
ENST00000637374.1-ENSG00000283568.1:rRNA	1.0	1.0	1.0	2777.777777777778	0.12798733642098517	20:hsa;ENST00000637374.1-ENSG00000283568.1:rRNA,29297187,29297246,-	2777.777777777778	0.12798733642098517
ENST00000363862.1-ENSG00000200732.1:snRNA	1.0	1.0	1.0	2777.777777777778	0.12798733642098517	6:hsa;ENST00000363862.1-ENSG00000200732.1:snRNA,119327281,119327340,+	2777.777777777778	0.12798733642098517
ENST00000384531.1-ENSG00000207261.1:snRNA	1.0	1.0	0.5	2777.777777777778	0.12798733642098517	5:hsa;ENST00000384531.1-ENSG00000207261.1:snRNA,27111569,27111628,+	1388.888888888889	0.06399366821049259
ENST00000669825.1-ENSG00000277047.5:lncRNA	1.0	1.0	1.0	2777.777777777778	0.12798733642098517	13:hsa;ENST00000669825.1-ENSG00000277047.5:lncRNA,54940421,54940480,+	2777.777777777778	0.12798733642098517
